id,listing_url,host_name,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,calculated_host_listings_count
34600915,https://www.airbnb.com/rooms/34600915,Kerry,Toronto,The Beaches,Entire rental unit,Entire home/apt,130.0,28,90,t,0,0,0,0,1,Unlicensed,1
34602404,https://www.airbnb.com/rooms/34602404,Den,Toronto,Niagara,Entire condo,Entire home/apt,263.0,1,28,t,11,35,35,35,268,Licensed,2
34602855,https://www.airbnb.com/rooms/34602855,Bilal,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,299.0,2,27,t,0,0,0,0,153,Licensed,2
34618189,https://www.airbnb.com/rooms/34618189,Sarah,North York,Willowdale East,Entire condo,Entire home/apt,199.0,28,1125,t,6,9,38,38,3,Licensed,35
34621593,https://www.airbnb.com/rooms/34621593,Hasmig,Toronto,Niagara,Entire guest suite,Entire home/apt,185.0,28,365,t,0,0,0,52,40,Unlicensed,1
34282875,https://www.airbnb.com/rooms/34282875,Lucy,North York,York University Heights,Private room in home,Private room,42.0,31,240,t,0,5,35,310,23,Licensed,11
34622977,https://www.airbnb.com/rooms/34622977,Epiphany,Toronto,Dovercourt-Wallace Emerson-Junction,Private room in rental unit,Private room,30.0,28,1125,t,0,0,0,0,8,Unlicensed,1
34628953,https://www.airbnb.com/rooms/34628953,Natalia,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,371.0,2,14,t,10,19,19,19,103,Licensed,1
34284345,https://www.airbnb.com/rooms/34284345,Dana,Toronto,Waterfront Communities-The Island,Entire townhouse,Entire home/apt,250.0,28,1125,t,0,0,0,0,44,Unlicensed,1
34639823,https://www.airbnb.com/rooms/34639823,Marian,Scarborough,Agincourt North,Private room in townhouse,Private room,40.0,28,365,t,1,7,37,217,20,Licensed,2
34643429,https://www.airbnb.com/rooms/34643429,Shafei,North York,York University Heights,Private room in home,Private room,58.0,28,120,t,0,5,35,310,9,Unlicensed,3
34646791,https://www.airbnb.com/rooms/34646791,Mei,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,120.0,28,365,t,0,0,0,0,46,Unlicensed,1
34648108,https://www.airbnb.com/rooms/34648108,Shafei,North York,York University Heights,Private room in home,Private room,58.0,28,180,t,0,0,0,160,11,Unlicensed,3
34648796,https://www.airbnb.com/rooms/34648796,Shafei,North York,York University Heights,Private room in home,Private room,42.0,28,180,t,0,6,36,311,13,Unlicensed,3
34652108,https://www.airbnb.com/rooms/34652108,Timothy,Scarborough,Birchcliffe-Cliffside,Entire guest suite,Entire home/apt,199.0,3,27,t,4,20,44,134,224,Licensed,1
34285483,https://www.airbnb.com/rooms/34285483,Alexandre,Toronto,Dovercourt-Wallace Emerson-Junction,Private room in home,Private room,20.0,28,1125,t,0,0,0,0,0,Unlicensed,1
34653455,https://www.airbnb.com/rooms/34653455,Sharon,Toronto,Lawrence Park South,Private room in home,Private room,109.0,28,1125,t,0,0,0,261,11,Licensed,19
34653668,https://www.airbnb.com/rooms/34653668,Kevin,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,236.0,3,180,t,4,11,25,96,123,Licensed,1
34662655,https://www.airbnb.com/rooms/34662655,Katie,Toronto,South Parkdale,Entire rental unit,Entire home/apt,317.0,3,30,t,0,0,0,35,0,Licensed,1
34676065,https://www.airbnb.com/rooms/34676065,Leila,Toronto,Annex,Entire home,Entire home/apt,249.0,4,1125,t,10,20,30,167,57,Licensed,1
34682444,https://www.airbnb.com/rooms/34682444,Laila,East York,Danforth East York,Entire rental unit,Entire home/apt,230.0,28,28,t,0,0,0,0,17,Licensed,1
34685130,https://www.airbnb.com/rooms/34685130,Jozef,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,169.0,28,365,t,0,0,0,0,40,Unlicensed,1
34686566,https://www.airbnb.com/rooms/34686566,Rency,Toronto,Forest Hill North,Private room in rental unit,Private room,137.0,28,28,t,30,60,90,365,3,Exempt,2
34686934,https://www.airbnb.com/rooms/34686934,Natashia,Etobicoke,Humber Heights-Westmount,Entire home,Entire home/apt,180.0,2,30,t,0,5,5,22,3,Licensed,1
34301946,https://www.airbnb.com/rooms/34301946,Jina,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,190.0,28,1125,t,8,13,16,283,186,Licensed,1
34306416,https://www.airbnb.com/rooms/34306416,Susan,Toronto,North Riverdale,Entire home,Entire home/apt,250.0,28,1125,t,0,6,36,311,1,Unlicensed,1
34687518,https://www.airbnb.com/rooms/34687518,Lucy,North York,York University Heights,Private room in home,Private room,57.0,7,240,t,5,13,43,318,36,Licensed,11
34688874,https://www.airbnb.com/rooms/34688874,Sergio,Toronto,Junction Area,Entire rental unit,Entire home/apt,75.0,28,120,t,0,0,0,0,47,Unlicensed,1
34690699,https://www.airbnb.com/rooms/34690699,Valeri,North York,Lansing-Westgate,Private room in rental unit,Private room,71.0,2,37,t,6,6,6,6,23,Licensed,4
34706247,https://www.airbnb.com/rooms/34706247,Yian,Toronto,Little Portugal,Entire condo,Entire home/apt,140.0,28,600,t,2,32,62,336,3,Unlicensed,1
34312217,https://www.airbnb.com/rooms/34312217,Cheryl,York,Oakwood Village,Entire guest suite,Entire home/apt,115.0,29,60,t,4,10,10,82,40,Unlicensed,1
34316325,https://www.airbnb.com/rooms/34316325,Christine,Toronto,Weston-Pellam Park,Entire home,Entire home/apt,79.0,180,365,t,0,0,0,19,10,Unlicensed,5
34707408,https://www.airbnb.com/rooms/34707408,Sofia,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,854.0,1,1125,t,10,34,58,58,105,Licensed,5
34316467,https://www.airbnb.com/rooms/34316467,Keisha,Toronto,Yonge-St.Clair,Entire rental unit,Entire home/apt,89.0,28,1125,t,0,0,0,0,19,Unlicensed,1
34319642,https://www.airbnb.com/rooms/34319642,Erica,Toronto,Weston-Pellam Park,Private room in home,Private room,81.0,30,1000,t,0,0,0,129,0,Unlicensed,11
34708269,https://www.airbnb.com/rooms/34708269,Joanna,East York,Broadview North,Private room in home,Private room,75.0,28,30,t,0,0,0,0,13,Unlicensed,3
34720413,https://www.airbnb.com/rooms/34720413,Gie,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,130.0,28,30,t,0,0,0,0,18,Unlicensed,1
34720481,https://www.airbnb.com/rooms/34720481,David,North York,Yorkdale-Glen Park,Entire rental unit,Entire home/apt,98.0,28,365,t,0,25,55,55,5,Licensed,8
34721112,https://www.airbnb.com/rooms/34721112,Ramya,Etobicoke,Willowridge-Martingrove-Richview,Entire guest suite,Entire home/apt,110.0,5,28,t,2,13,43,43,89,Licensed,1
34335993,https://www.airbnb.com/rooms/34335993,Sandra,Toronto,Blake-Jones,Private room in townhouse,Private room,55.0,28,1125,t,3,27,57,234,31,Unlicensed,1
34337883,https://www.airbnb.com/rooms/34337883,Sydney,Toronto,Niagara,Entire rental unit,Entire home/apt,346.0,1,30,t,11,35,35,35,111,Licensed,1
34339797,https://www.airbnb.com/rooms/34339797,Simon,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,165.0,28,1125,t,0,0,0,191,62,Unlicensed,2
34340932,https://www.airbnb.com/rooms/34340932,Jon,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,125.0,28,1125,t,0,0,0,0,5,Unlicensed,1
34721844,https://www.airbnb.com/rooms/34721844,Rebecca,North York,Glenfield-Jane Heights,Private room in bungalow,Private room,43.0,28,1125,t,6,36,66,341,6,Unlicensed,2
34724106,https://www.airbnb.com/rooms/34724106,Marina,Toronto,Palmerston-Little Italy,Private room in home,Private room,45.0,28,1125,t,0,0,0,0,8,Unlicensed,2
34743981,https://www.airbnb.com/rooms/34743981,Fatima,North York,Newtonbrook West,Entire condo,Entire home/apt,120.0,28,1125,t,19,29,59,149,1,Unlicensed,1
34344421,https://www.airbnb.com/rooms/34344421,Helen,North York,Hillcrest Village,Private room in home,Private room,214.0,28,35,t,29,59,89,89,0,Unlicensed,1
34346033,https://www.airbnb.com/rooms/34346033,Quynh,Toronto,The Beaches,Private room in rental unit,Private room,65.0,28,888,t,0,0,0,0,7,Unlicensed,1
34751495,https://www.airbnb.com/rooms/34751495,Anastasia,Toronto,South Parkdale,Entire rental unit,Entire home/apt,95.0,28,1125,t,0,0,0,0,13,Unlicensed,1
34367927,https://www.airbnb.com/rooms/34367927,Claire,Etobicoke,Kingsway South,Entire rental unit,Entire home/apt,134.0,28,1125,t,18,48,78,258,20,Unlicensed,1
34752162,https://www.airbnb.com/rooms/34752162,Richard (Jamie),Toronto,Roncesvalles,Entire home,Entire home/apt,375.0,28,1125,t,0,3,3,89,4,Licensed,1
34382563,https://www.airbnb.com/rooms/34382563,Kevin,North York,Parkwoods-Donalda,Private room in rental unit,Private room,90.0,28,30,t,30,60,90,365,1,Unlicensed,1
34388992,https://www.airbnb.com/rooms/34388992,Anne,Scarborough,Birchcliffe-Cliffside,Entire rental unit,Entire home/apt,60.0,28,1125,t,2,2,2,41,11,Unlicensed,2
34391565,https://www.airbnb.com/rooms/34391565,Navita,Toronto,Moss Park,Private room in rental unit,Private room,39.0,28,1125,t,0,0,0,0,0,Unlicensed,1
34753592,https://www.airbnb.com/rooms/34753592,Oksana,York,Oakwood Village,Entire rental unit,Entire home/apt,60.0,28,1125,t,0,0,12,12,8,Unlicensed,1
34393315,https://www.airbnb.com/rooms/34393315,Andrea,Scarborough,West Hill,Private room in condo,Private room,29.0,1,1125,t,10,40,70,221,12,Licensed,2
34393720,https://www.airbnb.com/rooms/34393720,Mike,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,120.0,90,1125,t,6,8,8,249,5,Unlicensed,1
34758117,https://www.airbnb.com/rooms/34758117,Jessica,Toronto,Bay Street Corridor,Shared room in rental unit,Shared room,40.0,28,180,t,0,0,0,0,4,Unlicensed,1
34772524,https://www.airbnb.com/rooms/34772524,Erica,Toronto,Weston-Pellam Park,Private room in home,Private room,81.0,30,1000,t,0,0,0,129,5,Unlicensed,11
34780215,https://www.airbnb.com/rooms/34780215,Clive,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,936.0,3,180,t,22,46,46,46,111,Licensed,1
34397257,https://www.airbnb.com/rooms/34397257,Shirley,Toronto,Dovercourt-Wallace Emerson-Junction,Private room in home,Private room,69.0,3,28,t,6,12,41,316,61,Licensed,2
34398428,https://www.airbnb.com/rooms/34398428,Mary,Toronto,Bay Street Corridor,Entire condo,Entire home/apt,150.0,137,1125,t,30,60,90,179,0,Unlicensed,1
34398986,https://www.airbnb.com/rooms/34398986,Marc,North York,York University Heights,Private room in guest suite,Private room,43.0,28,35,t,0,0,0,0,0,Unlicensed,3
34399328,https://www.airbnb.com/rooms/34399328,Heng Han,Toronto,North St.James Town,Private room in rental unit,Private room,35.0,28,1125,t,0,0,0,0,1,Unlicensed,1
34408762,https://www.airbnb.com/rooms/34408762,Brad,Toronto,Wychwood,Entire home,Entire home/apt,260.0,1,1125,t,17,47,77,352,55,Licensed,2
34783478,https://www.airbnb.com/rooms/34783478,Hoa,Toronto,North Riverdale,Entire rental unit,Entire home/apt,90.0,28,60,t,0,0,0,0,54,Unlicensed,3
34411853,https://www.airbnb.com/rooms/34411853,Jonny,Toronto,North St.James Town,Private room in condo,Private room,178.0,1,91,t,0,19,49,49,159,Licensed,2
34412081,https://www.airbnb.com/rooms/34412081,Sherif,Etobicoke,Islington-City Centre West,Private room in townhouse,Private room,46.0,28,30,t,6,36,66,66,13,Unlicensed,4
34788261,https://www.airbnb.com/rooms/34788261,Sarah,York,Lambton Baby Point,Private room in home,Private room,45.0,28,1125,t,0,5,35,310,6,Unlicensed,1
34413092,https://www.airbnb.com/rooms/34413092,Sherif,Etobicoke,Islington-City Centre West,Private room in townhouse,Private room,51.0,28,28,t,6,31,55,55,7,Unlicensed,4
34417777,https://www.airbnb.com/rooms/34417777,Alan,North York,Lansing-Westgate,Entire home,Entire home/apt,125.0,28,1125,t,0,0,0,0,0,Unlicensed,1
34419781,https://www.airbnb.com/rooms/34419781,John And Lesa,Toronto,Blake-Jones,Entire rental unit,Entire home/apt,76.0,28,365,t,0,0,0,264,8,Unlicensed,2
34421855,https://www.airbnb.com/rooms/34421855,Daniel,North York,Bathurst Manor,Private room in guest suite,Private room,55.0,28,1125,t,0,0,0,0,0,Unlicensed,1
34422982,https://www.airbnb.com/rooms/34422982,Thi Hong Anh,North York,Willowdale East,Private room in home,Private room,35.0,28,1125,t,0,0,0,64,4,Unlicensed,1
34430727,https://www.airbnb.com/rooms/34430727,John,East York,Danforth East York,Entire bungalow,Entire home/apt,220.0,14,365,t,6,30,37,37,33,Licensed,1
34805793,https://www.airbnb.com/rooms/34805793,Daniel,Toronto,Dovercourt-Wallace Emerson-Junction,Entire townhouse,Entire home/apt,250.0,4,1125,t,0,0,0,0,13,Licensed,1
34814277,https://www.airbnb.com/rooms/34814277,Niya,Scarborough,Centennial Scarborough,Entire guest suite,Entire home/apt,271.0,2,60,t,28,58,88,178,40,Licensed,2
34443148,https://www.airbnb.com/rooms/34443148,Warren,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,183.0,3,120,t,5,24,54,144,82,Licensed,1
34443456,https://www.airbnb.com/rooms/34443456,Daniel,Toronto,Church-Yonge Corridor,Entire condo,Entire home/apt,70.0,28,1125,t,0,0,0,0,15,Unlicensed,1
34817044,https://www.airbnb.com/rooms/34817044,Mei,North York,Newtonbrook East,Private room in home,Private room,78.0,28,30,t,0,0,0,0,2,Unlicensed,1
15843849,https://www.airbnb.com/rooms/15843849,Goldi,North York,Humber Summit,Private room in home,Private room,90.0,29,180,t,0,0,0,0,0,Unlicensed,1
34829275,https://www.airbnb.com/rooms/34829275,Walter,Toronto,Woodbine Corridor,Entire rental unit,Entire home/apt,77.0,3,1125,t,4,12,42,217,123,Licensed,1
633989296102346839,https://www.airbnb.com/rooms/633989296102346839,Hello,Scarborough,Rouge,Private room in vacation home,Private room,60.0,1,365,t,6,36,66,341,2,Unlicensed,1
684783220587870003,https://www.airbnb.com/rooms/684783220587870003,Omeisha,Scarborough,Rouge,Private room in townhouse,Private room,60.0,1,365,t,23,53,83,358,0,Unlicensed,3
36268617,https://www.airbnb.com/rooms/36268617,Jasdip,North York,Humber Summit,Entire guest suite,Entire home/apt,300.0,29,1125,t,30,60,90,365,1,Unlicensed,1
34833180,https://www.airbnb.com/rooms/34833180,Polina,Toronto,South Parkdale,Entire condo,Entire home/apt,140.0,28,1125,t,0,0,0,0,10,Unlicensed,1
9548660,https://www.airbnb.com/rooms/9548660,Janet,Scarborough,Milliken,Private room in home,Private room,43.0,1,1125,t,1,1,1,152,21,Unlicensed,2
21677587,https://www.airbnb.com/rooms/21677587,Lyrica,Scarborough,Steeles,Private room in home,Private room,56.0,2,1125,t,7,19,49,324,6,Unlicensed,3
34839736,https://www.airbnb.com/rooms/34839736,Ayk,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,199.0,28,90,t,30,60,90,365,3,Exempt,37
34839883,https://www.airbnb.com/rooms/34839883,Colin,Toronto,Palmerston-Little Italy,Entire rental unit,Entire home/apt,12400.0,30,1125,t,30,60,89,89,14,Unlicensed,2
34840318,https://www.airbnb.com/rooms/34840318,Vishal,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,137.0,28,1125,t,0,0,0,0,46,Unlicensed,1
686239134569189875,https://www.airbnb.com/rooms/686239134569189875,Kalen,Scarborough,Milliken,Private room in home,Private room,98.0,1,7,t,26,56,86,176,2,Unlicensed,3
52895169,https://www.airbnb.com/rooms/52895169,Alice,Scarborough,Steeles,Private room in home,Private room,61.0,1,1125,t,9,30,60,60,33,Unlicensed,3
34842659,https://www.airbnb.com/rooms/34842659,Nick And Min,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,330.0,28,1125,t,11,41,71,96,136,Licensed,1
609570569838734603,https://www.airbnb.com/rooms/609570569838734603,Fid,Scarborough,Rouge,Private room in guest suite,Private room,59.0,14,365,t,7,37,67,342,3,Unlicensed,9
13451842,https://www.airbnb.com/rooms/13451842,Randa,Scarborough,Rouge,Private room in home,Private room,45.0,1,1125,t,0,22,52,232,91,Unlicensed,5
34843186,https://www.airbnb.com/rooms/34843186,Lucy,North York,York University Heights,Private room in home,Private room,58.0,7,240,t,2,7,37,312,19,Licensed,11
621824826614063806,https://www.airbnb.com/rooms/621824826614063806,Fid,Scarborough,Rouge,Private room in guest suite,Private room,60.0,10,365,t,0,24,54,329,0,Unlicensed,9
679640605411830267,https://www.airbnb.com/rooms/679640605411830267,Bianca,Scarborough,Rouge,Private room in home,Private room,72.0,1,365,t,14,44,74,254,3,Unlicensed,1
39784505,https://www.airbnb.com/rooms/39784505,Jeya And Nagula,Scarborough,Rouge,Private room in home,Private room,39.0,7,31,t,0,0,0,64,6,Unlicensed,6
18670747,https://www.airbnb.com/rooms/18670747,Lyrica,Scarborough,Steeles,Private room in home,Private room,56.0,2,1125,t,0,22,52,52,68,Unlicensed,3
34844813,https://www.airbnb.com/rooms/34844813,Jack,Toronto,The Beaches,Entire condo,Entire home/apt,180.0,28,1125,t,6,36,61,61,23,Unlicensed,3
39417872,https://www.airbnb.com/rooms/39417872,Lu,Scarborough,Milliken,Private room in home,Private room,55.0,31,1125,t,6,36,66,66,0,Unlicensed,3
640678034258726162,https://www.airbnb.com/rooms/640678034258726162,Omeisha,Scarborough,Rouge,Private room in townhouse,Private room,100.0,1,365,t,6,36,66,341,9,Unlicensed,3
618327063570268822,https://www.airbnb.com/rooms/618327063570268822,Naira,Scarborough,Rouge,Private room in home,Private room,25.0,1,365,t,6,35,59,334,0,Unlicensed,27
34845693,https://www.airbnb.com/rooms/34845693,Ali,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,248.0,28,1125,t,0,0,0,0,1,Unlicensed,1
609640357299241147,https://www.airbnb.com/rooms/609640357299241147,Fid,Scarborough,Rouge,Private room in home,Private room,65.0,1,365,t,0,29,59,334,5,Unlicensed,9
40014814,https://www.airbnb.com/rooms/40014814,Jeya And Nagula,Scarborough,Rouge,Private room in home,Private room,49.0,3,31,t,0,0,0,113,5,Unlicensed,6
675596359143070346,https://www.airbnb.com/rooms/675596359143070346,William,Scarborough,Milliken,Private room in home,Private room,52.0,1,365,t,5,35,65,65,2,Unlicensed,4
675576220981712652,https://www.airbnb.com/rooms/675576220981712652,William,Scarborough,Milliken,Private room in home,Private room,52.0,1,365,t,0,0,0,2,3,Unlicensed,4
34854995,https://www.airbnb.com/rooms/34854995,Carolyn,Toronto,Bay Street Corridor,Entire condo,Entire home/apt,523.0,28,28,t,7,37,66,66,8,Unlicensed,25
655203384576980776,https://www.airbnb.com/rooms/655203384576980776,William,Scarborough,Milliken,Private room in home,Private room,52.0,1,1125,t,4,28,58,58,1,Unlicensed,4
618298462353534600,https://www.airbnb.com/rooms/618298462353534600,Naira,Scarborough,Milliken,Private room in home,Private room,25.0,1,365,t,2,2,26,301,2,Unlicensed,27
34857908,https://www.airbnb.com/rooms/34857908,Tung,Etobicoke,Willowridge-Martingrove-Richview,Private room in home,Private room,90.0,28,1125,t,0,0,0,0,6,Unlicensed,1
34862782,https://www.airbnb.com/rooms/34862782,Ramy,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,149.0,30,1125,t,0,14,24,113,82,Unlicensed,1
699072186369751560,https://www.airbnb.com/rooms/699072186369751560,Caradoc,Scarborough,Steeles,Private room in home,Private room,73.0,1,31,t,7,37,67,67,0,Unlicensed,16
35168068,https://www.airbnb.com/rooms/35168068,Aga,Toronto,Niagara,Entire loft,Entire home/apt,400.0,28,180,t,29,59,89,179,0,Unlicensed,1
35168234,https://www.airbnb.com/rooms/35168234,Ramazan,Toronto,Blake-Jones,Private room in home,Private room,30.0,28,40,t,0,0,0,0,3,Unlicensed,1
34869577,https://www.airbnb.com/rooms/34869577,Ck,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,500.0,2,60,t,11,18,42,172,22,Licensed,1
35181648,https://www.airbnb.com/rooms/35181648,Stacey,Toronto,Roncesvalles,Private room in home,Private room,92.0,12,1125,t,0,5,35,92,14,Licensed,1
34870485,https://www.airbnb.com/rooms/34870485,Maggie,North York,Pleasant View,Private room in home,Private room,130.0,28,90,t,0,0,0,0,9,Unlicensed,2
35188497,https://www.airbnb.com/rooms/35188497,Chow K.,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,347.0,28,1125,t,0,0,0,0,52,Unlicensed,1
35189977,https://www.airbnb.com/rooms/35189977,Ying,Scarborough,Agincourt South-Malvern West,Private room in home,Private room,60.0,28,180,t,0,0,0,0,2,Unlicensed,5
34890322,https://www.airbnb.com/rooms/34890322,Sun,North York,Newtonbrook East,Private room in bungalow,Private room,50.0,29,150,t,0,0,0,65,21,Unlicensed,7
34893329,https://www.airbnb.com/rooms/34893329,Nat,Toronto,Corso Italia-Davenport,Private room in home,Private room,91.0,7,27,t,14,44,74,254,12,Licensed,2
35191068,https://www.airbnb.com/rooms/35191068,Jill,Toronto,East End-Danforth,Entire home,Entire home/apt,600.0,2,14,t,0,0,0,46,8,Licensed,1
35194076,https://www.airbnb.com/rooms/35194076,Alexandra,Toronto,Corso Italia-Davenport,Entire home,Entire home/apt,201.0,28,1125,t,0,5,35,310,4,Licensed,4
35194691,https://www.airbnb.com/rooms/35194691,Safa,Toronto,Lawrence Park South,Private room in home,Private room,85.0,28,31,t,30,60,90,90,0,Unlicensed,1
34893938,https://www.airbnb.com/rooms/34893938,Adrienne,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,867.0,1,1125,t,4,26,26,26,131,Licensed,5
35195354,https://www.airbnb.com/rooms/35195354,Tiana,Etobicoke,New Toronto,Private room in rental unit,Private room,79.0,28,1125,t,20,38,60,327,58,Unlicensed,1
35197377,https://www.airbnb.com/rooms/35197377,Sean,Toronto,Annex,Entire home,Entire home/apt,272.0,28,1125,t,0,0,0,0,4,Unlicensed,4
35198654,https://www.airbnb.com/rooms/35198654,Angela,North York,Downsview-Roding-CFB,Private room in home,Private room,40.0,28,1125,t,0,0,0,72,12,Unlicensed,4
34899472,https://www.airbnb.com/rooms/34899472,Firas,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,150.0,28,1125,t,2,8,38,38,129,Unlicensed,1
35201895,https://www.airbnb.com/rooms/35201895,Angela,Toronto,Dovercourt-Wallace Emerson-Junction,Private room in home,Private room,75.0,28,1125,t,22,52,82,357,5,Unlicensed,2
34899878,https://www.airbnb.com/rooms/34899878,Natalie,Toronto,South Riverdale,Entire home,Entire home/apt,600.0,28,50,t,29,58,88,178,1,Unlicensed,1
35202498,https://www.airbnb.com/rooms/35202498,Gabriela,Toronto,Moss Park,Private room in home,Private room,303.0,1,1125,t,6,27,50,50,133,Licensed,2
35203551,https://www.airbnb.com/rooms/35203551,S,Etobicoke,Etobicoke West Mall,Entire condo,Entire home/apt,120.0,28,1125,t,7,37,67,67,11,Unlicensed,1
35225134,https://www.airbnb.com/rooms/35225134,Liv,Toronto,Church-Yonge Corridor,Entire condo,Entire home/apt,714.0,28,360,t,0,0,0,1,36,Unlicensed,1
34902910,https://www.airbnb.com/rooms/34902910,Logan,Toronto,South Riverdale,Entire townhouse,Entire home/apt,80.0,28,1125,t,0,0,0,0,52,Unlicensed,5
35226091,https://www.airbnb.com/rooms/35226091,Justin,Toronto,Niagara,Entire townhouse,Entire home/apt,299.0,28,1125,t,30,60,89,89,0,Unlicensed,1
34902916,https://www.airbnb.com/rooms/34902916,Christa,Toronto,Dovercourt-Wallace Emerson-Junction,Entire home,Entire home/apt,300.0,5,30,t,0,0,0,0,3,Licensed,1
34905544,https://www.airbnb.com/rooms/34905544,Ali,Etobicoke,Mimico (includes Humber Bay Shores),Entire home,Entire home/apt,70.0,28,90,t,0,0,0,0,33,Unlicensed,2
35226253,https://www.airbnb.com/rooms/35226253,Nick,Toronto,Little Portugal,Entire rental unit,Entire home/apt,209.0,28,30,t,7,31,54,54,11,Unlicensed,8
35228029,https://www.airbnb.com/rooms/35228029,Lucia,Toronto,Church-Yonge Corridor,Entire condo,Entire home/apt,164.0,28,30,t,0,0,0,0,16,Unlicensed,1
35228353,https://www.airbnb.com/rooms/35228353,Julia,Toronto,East End-Danforth,Private room in home,Private room,45.0,28,1125,t,0,0,0,0,1,Unlicensed,2
34907653,https://www.airbnb.com/rooms/34907653,Hien,Toronto,Trinity-Bellwoods,Entire home,Entire home/apt,549.0,28,1125,t,8,38,68,157,2,Unlicensed,6
34908374,https://www.airbnb.com/rooms/34908374,Roland,North York,Englemount-Lawrence,Entire rental unit,Entire home/apt,65.0,28,1125,t,0,29,59,149,43,Unlicensed,2
35232038,https://www.airbnb.com/rooms/35232038,Stephan,Toronto,Runnymede-Bloor West Village,Entire rental unit,Entire home/apt,310.0,1,1125,t,22,52,82,82,20,Licensed,1
34909187,https://www.airbnb.com/rooms/34909187,Jeff,Toronto,Moss Park,Private room in home,Private room,75.0,28,1125,t,0,0,0,250,1,Unlicensed,5
34909401,https://www.airbnb.com/rooms/34909401,Trudy,Scarborough,Malvern,Private room in rental unit,Private room,44.0,28,52,t,3,28,28,28,5,Unlicensed,1
34910114,https://www.airbnb.com/rooms/34910114,Andy,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,200.0,30,120,t,0,0,0,0,32,Unlicensed,1
35233925,https://www.airbnb.com/rooms/35233925,Pam,Toronto,Greenwood-Coxwell,Entire guest suite,Entire home/apt,85.0,28,1125,t,2,23,53,143,19,Unlicensed,2
34910755,https://www.airbnb.com/rooms/34910755,Wenhuan,Toronto,Waterfront Communities-The Island,Entire rental unit,Entire home/apt,279.0,1,1125,t,1,3,22,110,80,Licensed,4
34911285,https://www.airbnb.com/rooms/34911285,Joanna,Etobicoke,Alderwood,Entire home,Entire home/apt,531.0,1,60,t,20,48,78,104,29,Licensed,1
35234324,https://www.airbnb.com/rooms/35234324,Nima,North York,Lansing-Westgate,Entire home,Entire home/apt,650.0,30,730,t,0,0,1,219,24,Licensed,1
35235258,https://www.airbnb.com/rooms/35235258,Anton,North York,Downsview-Roding-CFB,Private room in guest suite,Private room,133.0,28,1125,t,30,60,90,180,2,Unlicensed,2
35235689,https://www.airbnb.com/rooms/35235689,Anton,North York,Downsview-Roding-CFB,Private room in guest suite,Private room,133.0,28,1125,t,30,60,90,180,0,Unlicensed,2
35236029,https://www.airbnb.com/rooms/35236029,Karen,Toronto,Mount Pleasant East,Entire rental unit,Entire home/apt,158.0,28,1125,t,0,0,0,0,30,Unlicensed,2
34911365,https://www.airbnb.com/rooms/34911365,Lucy,North York,York University Heights,Private room in home,Private room,58.0,8,320,t,0,0,5,280,19,Licensed,11
35248854,https://www.airbnb.com/rooms/35248854,Matt,Toronto,Trinity-Bellwoods,Entire rental unit,Entire home/apt,195.0,28,1125,t,8,10,10,84,19,Exempt,3
34929342,https://www.airbnb.com/rooms/34929342,Logan,Toronto,South Riverdale,Entire townhouse,Entire home/apt,100.0,28,1125,t,0,0,0,0,50,Unlicensed,5
34937840,https://www.airbnb.com/rooms/34937840,Joe,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,165.0,28,1125,t,0,0,4,279,104,Unlicensed,1
35255302,https://www.airbnb.com/rooms/35255302,Joe,Scarborough,Oakridge,Entire rental unit,Entire home/apt,80.0,28,50,t,9,32,62,62,18,Unlicensed,1
35279615,https://www.airbnb.com/rooms/35279615,Shane,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,139.0,150,1125,t,0,0,0,33,26,Unlicensed,2
