id,listing_url,host_name,neighbourhood,neighbourhood_cleansed,property_type,room_type,price,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,license,calculated_host_listings_count
27640141,https://www.airbnb.com/rooms/27640141,Liora,Toronto,Dovercourt-Wallace Emerson-Junction,Entire guest suite,Entire home/apt,90.0,28,1125,t,0,25,55,145,47,Unlicensed,2
27826009,https://www.airbnb.com/rooms/27826009,Brianne,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,130.0,28,1125,t,0,0,0,0,2,Unlicensed,1
27647117,https://www.airbnb.com/rooms/27647117,Alexandra,Toronto,Playter Estates-Danforth,Entire rental unit,Entire home/apt,45.0,28,30,t,0,0,0,0,4,Unlicensed,1
27647509,https://www.airbnb.com/rooms/27647509,Rosana,Toronto,High Park North,Private room in rental unit,Private room,80.0,28,1125,t,0,0,0,0,9,Unlicensed,1
27653375,https://www.airbnb.com/rooms/27653375,Ayk,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,1999.0,28,90,t,30,60,90,179,20,Licensed,37
27827073,https://www.airbnb.com/rooms/27827073,Andrew,Toronto,The Beaches,Entire home,Entire home/apt,359.0,2,80,t,18,48,48,98,8,Licensed,2
27658681,https://www.airbnb.com/rooms/27658681,Dale,Toronto,The Beaches,Entire guest suite,Entire home/apt,185.0,2,1125,t,6,27,52,327,41,Licensed,1
27831815,https://www.airbnb.com/rooms/27831815,Nathalie,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,495.0,28,365,t,6,36,66,156,7,Unlicensed,1
27832397,https://www.airbnb.com/rooms/27832397,Kate,Toronto,Roncesvalles,Entire guest suite,Entire home/apt,90.0,2,14,t,3,3,3,3,73,Licensed,1
27675456,https://www.airbnb.com/rooms/27675456,Jacky,Scarborough,Oakridge,Private room in home,Private room,54.0,28,60,t,15,45,75,75,3,Licensed,4
27834504,https://www.airbnb.com/rooms/27834504,Jessie,Toronto,Little Portugal,Entire rental unit,Entire home/apt,150.0,28,1125,t,0,0,0,0,10,Unlicensed,1
27677502,https://www.airbnb.com/rooms/27677502,Shuwan,Toronto,Lawrence Park North,Entire bungalow,Entire home/apt,173.0,28,1125,t,1,16,46,136,18,Unlicensed,1
27835179,https://www.airbnb.com/rooms/27835179,Jack,Toronto,Niagara,Private room in condo,Private room,100.0,28,30,t,0,0,0,0,5,Unlicensed,3
27835763,https://www.airbnb.com/rooms/27835763,Mohamed,Etobicoke,Eringate-Centennial-West Deane,Private room in condo,Private room,100.0,28,30,t,0,0,0,0,35,Unlicensed,1
27692483,https://www.airbnb.com/rooms/27692483,Caroline,Toronto,University,Entire townhouse,Entire home/apt,120.0,28,90,t,9,39,69,158,12,Unlicensed,1
27838056,https://www.airbnb.com/rooms/27838056,Shahrzad,North York,Bayview Village,Private room in home,Private room,90.0,1,1125,t,14,14,14,14,33,Licensed,2
27847196,https://www.airbnb.com/rooms/27847196,Jack,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,300.0,28,30,t,0,0,0,0,8,Unlicensed,3
27694920,https://www.airbnb.com/rooms/27694920,Dante,Toronto,South Parkdale,Entire rental unit,Entire home/apt,150.0,28,175,t,14,44,74,163,102,Licensed,3
27854767,https://www.airbnb.com/rooms/27854767,Jia,Toronto,Dovercourt-Wallace Emerson-Junction,Private room in condo,Private room,50.0,28,30,t,0,0,0,0,3,Unlicensed,1
27695910,https://www.airbnb.com/rooms/27695910,John,Toronto,Waterfront Communities-The Island,Private room in condo,Private room,51.0,28,1125,t,0,0,0,0,6,Unlicensed,1
27867942,https://www.airbnb.com/rooms/27867942,Tai,York,Oakwood Village,Private room in rental unit,Private room,48.0,28,1125,t,7,37,67,67,71,Unlicensed,8
27700633,https://www.airbnb.com/rooms/27700633,Lucy,Scarborough,L'Amoreaux,Private room in home,Private room,21.0,28,365,t,0,0,0,0,0,Unlicensed,1
27701168,https://www.airbnb.com/rooms/27701168,Jordan,Toronto,Dovercourt-Wallace Emerson-Junction,Entire home,Entire home/apt,494.0,1,1125,t,7,27,56,56,254,Licensed,7
27875720,https://www.airbnb.com/rooms/27875720,Lish,Toronto,Annex,Entire rental unit,Entire home/apt,121.0,29,1125,t,0,0,0,264,96,Unlicensed,7
27877707,https://www.airbnb.com/rooms/27877707,Graham,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,150.0,28,1125,t,0,0,0,0,16,Unlicensed,1
27879646,https://www.airbnb.com/rooms/27879646,Alina,Toronto,Blake-Jones,Private room in home,Private room,45.0,30,45,t,6,16,43,43,32,Unlicensed,2
27704154,https://www.airbnb.com/rooms/27704154,Meisam,North York,Willowdale East,Entire rental unit,Entire home/apt,199.0,28,365,t,30,60,90,365,8,Unlicensed,16
27898676,https://www.airbnb.com/rooms/27898676,Susie,Scarborough,Agincourt South-Malvern West,Private room in villa,Private room,32.0,29,1125,t,0,0,0,0,17,Unlicensed,4
27704943,https://www.airbnb.com/rooms/27704943,Hildson,York,Oakwood Village,Private room in rental unit,Private room,80.0,28,90,t,0,0,0,0,11,Unlicensed,1
27899203,https://www.airbnb.com/rooms/27899203,Sergio,Scarborough,Clairlea-Birchmount,Private room in townhouse,Private room,100.0,28,1125,t,30,60,90,365,13,Unlicensed,2
27705416,https://www.airbnb.com/rooms/27705416,Adam,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,109.0,28,30,t,26,52,77,332,137,Licensed,2
27900641,https://www.airbnb.com/rooms/27900641,Robb,Toronto,Niagara,Entire condo,Entire home/apt,115.0,28,31,t,0,0,0,0,0,Unlicensed,1
27901848,https://www.airbnb.com/rooms/27901848,Krishesh,Toronto,Waterfront Communities-The Island,Private room in condo,Private room,89.0,28,30,t,0,0,0,0,23,Unlicensed,1
27724908,https://www.airbnb.com/rooms/27724908,Michal,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,900.0,28,1125,t,30,60,90,179,11,Unlicensed,1
27902372,https://www.airbnb.com/rooms/27902372,Mahmud,Scarborough,Wexford/Maryvale,Private room in bungalow,Private room,71.0,14,180,t,4,15,45,135,1,Licensed,2
27725239,https://www.airbnb.com/rooms/27725239,Julio,Scarborough,Rouge,Entire home,Entire home/apt,67.0,30,180,t,0,0,0,189,4,Unlicensed,1
27733673,https://www.airbnb.com/rooms/27733673,Lisa,Toronto,High Park-Swansea,Entire home,Entire home/apt,1350.0,3,1125,t,10,40,70,305,25,Licensed,1
27903533,https://www.airbnb.com/rooms/27903533,Paula,Toronto,Kensington-Chinatown,Entire condo,Entire home/apt,130.0,28,1125,t,5,8,10,124,9,Unlicensed,2
27906221,https://www.airbnb.com/rooms/27906221,Katherine,Toronto,Lawrence Park South,Entire rental unit,Entire home/apt,75.0,14,28,t,0,18,18,103,40,Licensed,1
27920693,https://www.airbnb.com/rooms/27920693,Leo,Toronto,Lawrence Park North,Entire rental unit,Entire home/apt,115.0,31,1125,t,0,0,0,158,2,Unlicensed,1
27734689,https://www.airbnb.com/rooms/27734689,Kevin,Toronto,Mount Pleasant East,Entire rental unit,Entire home/apt,140.0,3,27,t,2,16,46,46,38,Licensed,3
27925541,https://www.airbnb.com/rooms/27925541,Jay,Scarborough,Agincourt North,Entire villa,Entire home/apt,120.0,28,1125,t,0,0,0,0,4,Unlicensed,4
27926611,https://www.airbnb.com/rooms/27926611,Nick,Toronto,High Park North,Entire rental unit,Entire home/apt,160.0,28,1125,t,0,0,0,0,24,Unlicensed,1
27734993,https://www.airbnb.com/rooms/27734993,Matthew,Toronto,Forest Hill South,Private room in home,Private room,75.0,28,1125,t,0,0,0,0,5,Unlicensed,1
27759221,https://www.airbnb.com/rooms/27759221,LeVi,Toronto,High Park-Swansea,Entire guest suite,Entire home/apt,122.0,2,14,t,0,20,50,294,45,Licensed,2
27928162,https://www.airbnb.com/rooms/27928162,Rob And Lisa,Toronto,Moss Park,Entire rental unit,Entire home/apt,230.0,239,400,t,0,0,0,248,37,Unlicensed,7
27934429,https://www.airbnb.com/rooms/27934429,Crystal,Toronto,Dovercourt-Wallace Emerson-Junction,Entire home,Entire home/apt,196.0,28,1125,t,14,21,51,141,64,Unlicensed,3
27759317,https://www.airbnb.com/rooms/27759317,Jack,Toronto,Waterfront Communities-The Island,Private room in condo,Private room,100.0,28,30,t,0,0,0,0,6,Unlicensed,3
27761046,https://www.airbnb.com/rooms/27761046,Jess,Toronto,Niagara,Entire condo,Entire home/apt,150.0,90,200,t,0,0,0,0,4,Unlicensed,1
27935352,https://www.airbnb.com/rooms/27935352,Vic,Toronto,Niagara,Entire townhouse,Entire home/apt,267.0,4,20,t,2,8,35,35,70,Licensed,2
27937791,https://www.airbnb.com/rooms/27937791,Honey Rochelle,Etobicoke,Edenbridge-Humber Valley,Entire condo,Entire home/apt,60.0,28,28,f,0,0,0,0,0,Unlicensed,1
27761289,https://www.airbnb.com/rooms/27761289,Andreas,Toronto,Niagara,Entire loft,Entire home/apt,1000.0,28,1125,f,0,0,0,0,3,Unlicensed,1
27762977,https://www.airbnb.com/rooms/27762977,Ofelia,Toronto,The Beaches,Entire rental unit,Entire home/apt,139.0,7,90,t,0,0,0,0,63,Licensed,2
27939634,https://www.airbnb.com/rooms/27939634,Al,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,706.0,5,1125,t,19,49,79,79,95,Licensed,7
27946588,https://www.airbnb.com/rooms/27946588,Alan,East York,Taylor-Massey,Private room in bungalow,Private room,89.0,2,60,t,7,30,60,150,79,Licensed,1
27774048,https://www.airbnb.com/rooms/27774048,Feng,North York,Yorkdale-Glen Park,Entire home,Entire home/apt,321.0,2,1125,t,2,23,53,233,67,Licensed,1
27963052,https://www.airbnb.com/rooms/27963052,Shane,North York,Hillcrest Village,Private room in bungalow,Private room,54.0,1,30,t,0,0,0,249,5,Licensed,3
27776131,https://www.airbnb.com/rooms/27776131,Nataliya,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,400.0,1,89,t,0,0,0,0,95,Licensed,1
27980430,https://www.airbnb.com/rooms/27980430,Kevin,Toronto,Moss Park,Room in hotel,Private room,209.0,28,31,t,29,59,89,364,195,Exempt,24
27983247,https://www.airbnb.com/rooms/27983247,Tim,Toronto,Roncesvalles,Entire condo,Entire home/apt,350.0,28,1125,t,0,0,0,0,0,Unlicensed,1
27779077,https://www.airbnb.com/rooms/27779077,Joss,Toronto,Palmerston-Little Italy,Entire home,Entire home/apt,145.0,3,30,t,0,0,0,0,28,Licensed,1
27983780,https://www.airbnb.com/rooms/27983780,Kate,Toronto,South Riverdale,Entire home,Entire home/apt,419.0,28,60,t,29,59,89,179,23,Unlicensed,1
27989424,https://www.airbnb.com/rooms/27989424,Shane,North York,Hillcrest Village,Private room in bungalow,Private room,49.0,1,30,t,1,1,1,1,5,Licensed,3
27780558,https://www.airbnb.com/rooms/27780558,Derrick,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,112.0,31,60,t,0,0,15,15,44,Unlicensed,2
27991870,https://www.airbnb.com/rooms/27991870,Ramin,Toronto,Palmerston-Little Italy,Private room in home,Private room,85.0,4,90,t,0,0,0,0,17,Licensed,2
28007203,https://www.airbnb.com/rooms/28007203,Jason,Scarborough,Oakridge,Entire home,Entire home/apt,149.0,28,1125,t,0,0,0,0,35,Licensed,1
27783522,https://www.airbnb.com/rooms/27783522,Roger,Etobicoke,Thistletown-Beaumond Heights,Entire guest suite,Entire home/apt,82.0,28,1125,t,28,58,88,363,133,Licensed,2
28009942,https://www.airbnb.com/rooms/28009942,Kris,North York,Parkwoods-Donalda,Private room in condo,Private room,32.0,28,1125,f,0,0,0,0,2,Unlicensed,1
28025372,https://www.airbnb.com/rooms/28025372,Farhat,Scarborough,Oakridge,Entire rental unit,Entire home/apt,34.0,28,1125,t,0,0,0,0,22,Unlicensed,1
27785737,https://www.airbnb.com/rooms/27785737,Sisi And Jhon,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,153.0,28,1125,t,0,0,0,0,162,Unlicensed,2
28030186,https://www.airbnb.com/rooms/28030186,Navneet,Toronto,Rosedale-Moore Park,Entire rental unit,Entire home/apt,90.0,28,1125,f,0,0,0,0,4,Unlicensed,1
1419,https://www.airbnb.com/rooms/1419,Alexandra,Toronto,Little Portugal,Entire home,Entire home/apt,469.0,28,730,t,0,0,0,0,7,Unlicensed,1
27787978,https://www.airbnb.com/rooms/27787978,Sherwin,Etobicoke,Long Branch,Private room in home,Private room,66.0,28,90,t,0,0,0,0,5,Unlicensed,2
8077,https://www.airbnb.com/rooms/8077,Kathie & Larry,Toronto,Waterfront Communities-The Island,Private room in rental unit,Private room,98.0,180,365,t,30,60,90,365,169,Unlicensed,2
27797167,https://www.airbnb.com/rooms/27797167,Jay,Scarborough,Agincourt North,Private room in home,Private room,55.0,28,40,t,0,0,0,0,5,Unlicensed,4
27807353,https://www.airbnb.com/rooms/27807353,Anthony,Toronto,North St.James Town,Entire condo,Entire home/apt,205.0,28,1125,t,0,0,0,0,42,Unlicensed,1
27423,https://www.airbnb.com/rooms/27423,Brent,Toronto,South Riverdale,Entire rental unit,Entire home/apt,45.0,90,365,t,0,0,0,18,26,Unlicensed,1
28160,https://www.airbnb.com/rooms/28160,Rita,Toronto,Mount Pleasant West,Entire rental unit,Entire home/apt,55.0,60,365,t,0,0,27,302,9,Unlicensed,1
30931,https://www.airbnb.com/rooms/30931,Kathie & Larry,Toronto,Waterfront Communities-The Island,Entire rental unit,Entire home/apt,131.0,180,365,t,30,60,90,365,1,Unlicensed,2
27808101,https://www.airbnb.com/rooms/27808101,Anastasia,Toronto,University,Entire condo,Entire home/apt,750.0,28,1125,t,0,0,0,0,0,Unlicensed,5
27811249,https://www.airbnb.com/rooms/27811249,Valentina,Toronto,Little Portugal,Entire condo,Entire home/apt,120.0,28,1125,t,0,0,0,0,24,Unlicensed,1
131401,https://www.airbnb.com/rooms/131401,WaterfrontExecSuites,Toronto,Niagara,Entire condo,Entire home/apt,67.0,180,500,t,0,0,6,281,11,Unlicensed,1
40456,https://www.airbnb.com/rooms/40456,Denis,Toronto,South Parkdale,Entire home,Entire home/apt,100.0,60,365,t,0,0,0,266,114,Unlicensed,4
40701,https://www.airbnb.com/rooms/40701,John,Toronto,The Beaches,Entire rental unit,Entire home/apt,78.0,28,90,t,0,0,0,0,3,Unlicensed,1
146601,https://www.airbnb.com/rooms/146601,Brian,Toronto,Waterfront Communities-The Island,Entire rental unit,Entire home/apt,100.0,14,1125,t,0,0,0,6,8,Licensed,1
149420,https://www.airbnb.com/rooms/149420,Jeannie,Toronto,High Park-Swansea,Entire rental unit,Entire home/apt,80.0,28,365,t,2,2,2,2,37,Unlicensed,1
42892,https://www.airbnb.com/rooms/42892,Downtown Suite Living,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,145.0,120,180,t,0,0,0,130,0,Unlicensed,7
154743,https://www.airbnb.com/rooms/154743,Gloria,Toronto,Church-Yonge Corridor,Entire condo,Entire home/apt,65.0,180,600,t,20,44,73,347,68,Unlicensed,1
179578,https://www.airbnb.com/rooms/179578,Sohail,Scarborough,Woburn,Entire condo,Entire home/apt,80.0,28,31,t,0,0,0,0,0,Unlicensed,2
43964,https://www.airbnb.com/rooms/43964,Mitra,Scarborough,Wexford/Maryvale,Entire home,Entire home/apt,137.0,2,31,t,18,48,78,353,51,Licensed,1
182573,https://www.airbnb.com/rooms/182573,Melissa,York,Humewood-Cedarvale,Entire home,Entire home/apt,70.0,28,1125,t,2,2,2,274,25,Unlicensed,2
44452,https://www.airbnb.com/rooms/44452,Urbano,Toronto,Rosedale-Moore Park,Entire rental unit,Entire home/apt,126.0,28,365,t,0,0,0,275,63,Unlicensed,14
44469,https://www.airbnb.com/rooms/44469,Urbano,Toronto,Rosedale-Moore Park,Private room in rental unit,Private room,79.0,28,1000,t,0,0,0,249,8,Unlicensed,14
184784,https://www.airbnb.com/rooms/184784,Pere,Toronto,Church-Yonge Corridor,Entire rental unit,Entire home/apt,219.0,180,1125,t,0,0,0,129,62,Unlicensed,1
45399,https://www.airbnb.com/rooms/45399,Urbano,Toronto,Bay Street Corridor,Entire condo,Entire home/apt,140.0,28,1100,t,8,8,33,308,83,Unlicensed,14
45453,https://www.airbnb.com/rooms/45453,Urbano,Toronto,Rosedale-Moore Park,Private room in rental unit,Private room,80.0,28,365,t,0,22,52,327,9,Unlicensed,14
45893,https://www.airbnb.com/rooms/45893,Urbano,Toronto,Rosedale-Moore Park,Private room in rental unit,Private room,96.0,28,1125,t,0,0,0,257,19,Unlicensed,14
192335,https://www.airbnb.com/rooms/192335,Mario,Toronto,South Parkdale,Entire loft,Entire home/apt,85.0,28,365,t,0,0,0,0,55,Unlicensed,1
50110,https://www.airbnb.com/rooms/50110,Urbano,Toronto,Church-Yonge Corridor,Entire condo,Entire home/apt,143.0,30,1100,t,4,34,64,339,58,Unlicensed,14
51616,https://www.airbnb.com/rooms/51616,John,Toronto,Niagara,Private room in condo,Private room,55.0,91,125,f,0,0,0,0,24,Unlicensed,1
192860,https://www.airbnb.com/rooms/192860,Eberhard P.,Toronto,Junction Area,Entire guest suite,Entire home/apt,173.0,2,90,t,6,20,45,45,123,Licensed,2
64003,https://www.airbnb.com/rooms/64003,Jerome,Toronto,Moss Park,Entire townhouse,Entire home/apt,350.0,28,365,t,0,0,0,64,104,Licensed,1
64635,https://www.airbnb.com/rooms/64635,Kintoo,Toronto,Niagara,Private room in home,Private room,45.0,85,1125,t,0,0,0,257,14,Unlicensed,3
196584,https://www.airbnb.com/rooms/196584,Karen,Scarborough,Oakridge,Entire guest suite,Entire home/apt,95.0,7,365,t,0,3,10,271,32,Licensed,1
64641,https://www.airbnb.com/rooms/64641,Kintoo,Toronto,Niagara,Private room in home,Private room,45.0,85,1125,t,0,0,0,9,19,Unlicensed,3
75051,https://www.airbnb.com/rooms/75051,Sandra,Toronto,Dufferin Grove,Entire home,Entire home/apt,149.0,28,365,t,0,0,0,219,273,Unlicensed,2
207206,https://www.airbnb.com/rooms/207206,Stefan,Toronto,Little Portugal,Entire home,Entire home/apt,300.0,4,1125,t,0,0,4,272,21,Licensed,2
84151,https://www.airbnb.com/rooms/84151,Urbano,Toronto,Rosedale-Moore Park,Entire rental unit,Entire home/apt,164.0,28,1100,t,0,14,44,319,24,Unlicensed,14
224775,https://www.airbnb.com/rooms/224775,Frank,Toronto,Church-Yonge Corridor,Private room in home,Private room,80.0,28,162,t,18,18,18,132,31,Unlicensed,2
96336,https://www.airbnb.com/rooms/96336,Brenda,Toronto,Niagara,Entire townhouse,Entire home/apt,359.0,4,60,t,0,0,0,64,142,Licensed,1
228568,https://www.airbnb.com/rooms/228568,Rob,Toronto,Cabbagetown-South St.James Town,Entire condo,Entire home/apt,230.0,12,365,t,0,0,0,64,65,Licensed,2
104096,https://www.airbnb.com/rooms/104096,Avery,Toronto,South Riverdale,Entire home,Entire home/apt,250.0,5,12,t,0,0,0,215,18,Licensed,1
232794,https://www.airbnb.com/rooms/232794,Veronica,Toronto,Annex,Entire condo,Entire home/apt,210.0,28,365,t,2,32,62,299,6,Unlicensed,1
112842,https://www.airbnb.com/rooms/112842,Micheline,Toronto,High Park North,Entire rental unit,Entire home/apt,66.0,120,1125,t,0,0,0,247,12,Unlicensed,1
113175,https://www.airbnb.com/rooms/113175,Faria,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,105.0,30,1000,t,0,0,0,8,39,Unlicensed,1
119441,https://www.airbnb.com/rooms/119441,Denis,Toronto,South Parkdale,Entire home,Entire home/apt,150.0,30,30,t,0,7,37,312,79,Unlicensed,4
239449,https://www.airbnb.com/rooms/239449,Steven,Toronto,Annex,Entire rental unit,Entire home/apt,85.0,30,365,t,0,0,0,151,29,Unlicensed,1
533659,https://www.airbnb.com/rooms/533659,Roman,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,226.0,14,1125,t,3,11,41,131,164,Licensed,1
537679,https://www.airbnb.com/rooms/537679,Yin,Etobicoke,Mimico (includes Humber Bay Shores),Private room in rental unit,Private room,200.0,28,1125,t,30,60,90,365,0,Unlicensed,1
248940,https://www.airbnb.com/rooms/248940,Nadia,York,Caledonia-Fairbank,Entire home,Entire home/apt,55.0,6,90,t,1,6,25,25,86,Licensed,1
543810,https://www.airbnb.com/rooms/543810,R.,Toronto,Waterfront Communities-The Island,Entire rental unit,Entire home/apt,199.0,28,31,t,0,0,0,0,11,Unlicensed,1
266300,https://www.airbnb.com/rooms/266300,Jonathan,Toronto,Niagara,Entire condo,Entire home/apt,105.0,30,182,t,0,0,0,0,5,Unlicensed,1
269355,https://www.airbnb.com/rooms/269355,Adam,Toronto,Casa Loma,Entire rental unit,Entire home/apt,75.0,28,365,t,0,0,0,0,0,Unlicensed,1
547777,https://www.airbnb.com/rooms/547777,Ayelet And Sean,Toronto,Palmerston-Little Italy,Entire rental unit,Entire home/apt,90.0,28,1125,t,0,0,0,0,3,Unlicensed,1
273304,https://www.airbnb.com/rooms/273304,Ravish,Toronto,Church-Yonge Corridor,Private room in rental unit,Private room,175.0,28,365,f,0,0,0,0,0,Unlicensed,1
571429,https://www.airbnb.com/rooms/571429,Nick & Nena,Toronto,East End-Danforth,Entire rental unit,Entire home/apt,145.0,28,1125,t,0,0,0,249,32,Unlicensed,10
288341,https://www.airbnb.com/rooms/288341,Robert,Toronto,North St.James Town,Entire home,Entire home/apt,264.0,4,365,t,10,10,39,242,24,Licensed,1
573892,https://www.airbnb.com/rooms/573892,Frank,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,134.0,28,365,t,0,20,50,325,84,Unlicensed,3
307726,https://www.airbnb.com/rooms/307726,Karen,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,85.0,28,1124,t,0,0,0,0,66,Unlicensed,1
593324,https://www.airbnb.com/rooms/593324,Susan,Toronto,South Riverdale,Entire home,Entire home/apt,115.0,28,30,t,0,0,0,0,7,Unlicensed,1
624190,https://www.airbnb.com/rooms/624190,Brigitt,East York,Broadview North,Entire rental unit,Entire home/apt,450.0,28,1125,f,0,0,0,0,0,Unlicensed,1
314459,https://www.airbnb.com/rooms/314459,Julia,Toronto,Blake-Jones,Private room in home,Private room,31.0,28,1125,t,0,0,0,0,37,Unlicensed,1
325432,https://www.airbnb.com/rooms/325432,Mark,Toronto,High Park North,Entire home,Entire home/apt,260.0,28,50,t,0,0,0,0,0,Unlicensed,1
625877,https://www.airbnb.com/rooms/625877,Julie,Toronto,Woodbine Corridor,Private room in home,Private room,37.0,30,1125,t,1,1,4,279,19,Unlicensed,3
625942,https://www.airbnb.com/rooms/625942,Julie,Toronto,Woodbine Corridor,Private room in home,Private room,37.0,28,1125,t,0,0,0,0,9,Unlicensed,3
361557,https://www.airbnb.com/rooms/361557,Denis,Toronto,South Parkdale,Entire home,Entire home/apt,100.0,180,1125,t,0,0,0,250,67,Unlicensed,4
361831,https://www.airbnb.com/rooms/361831,Silvana,North York,Willowdale East,Private room in rental unit,Private room,140.0,28,365,f,0,0,0,0,0,Unlicensed,1
627217,https://www.airbnb.com/rooms/627217,Jessica,Toronto,Weston-Pellam Park,Shared room in parking space,Shared room,100.0,28,1125,f,0,0,0,0,0,Unlicensed,1
363057,https://www.airbnb.com/rooms/363057,Katharine,Toronto,The Beaches,Entire home,Entire home/apt,246.0,1,1125,t,8,38,68,338,21,Licensed,3
638500,https://www.airbnb.com/rooms/638500,Lisa Marie,Toronto,South Parkdale,Entire rental unit,Entire home/apt,95.0,28,60,t,0,0,0,0,10,Unlicensed,1
638586,https://www.airbnb.com/rooms/638586,Solange,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,300.0,28,30,t,24,54,84,359,62,Unlicensed,1
366973,https://www.airbnb.com/rooms/366973,Grace,Toronto,Waterfront Communities-The Island,Entire loft,Entire home/apt,361.0,28,112,t,19,49,79,354,9,Unlicensed,1
643389,https://www.airbnb.com/rooms/643389,Mark,Toronto,South Parkdale,Entire rental unit,Entire home/apt,65.0,28,1125,t,0,0,0,0,3,Unlicensed,1
380910,https://www.airbnb.com/rooms/380910,Les,Toronto,Danforth,Entire guest suite,Entire home/apt,168.0,1,28,t,7,32,62,337,75,Licensed,1
643916,https://www.airbnb.com/rooms/643916,Yvonne,Toronto,Junction Area,Entire guest suite,Entire home/apt,120.0,28,1125,t,0,0,0,249,5,Unlicensed,1
387077,https://www.airbnb.com/rooms/387077,Kintoo,Toronto,University,Private room in rental unit,Private room,55.0,85,1125,t,0,0,0,191,1,Unlicensed,3
390395,https://www.airbnb.com/rooms/390395,Sean,Toronto,Moss Park,Private room in townhouse,Private room,60.0,28,1125,t,0,1,1,102,828,Unlicensed,1
654048,https://www.airbnb.com/rooms/654048,Minoo,Scarborough,Morningside,Entire home,Entire home/apt,210.0,28,100,t,4,34,64,339,15,Unlicensed,1
655522,https://www.airbnb.com/rooms/655522,Basil,Toronto,Kensington-Chinatown,Entire rental unit,Entire home/apt,85.0,28,365,t,0,0,0,0,29,Unlicensed,1
666670,https://www.airbnb.com/rooms/666670,Nick & Nena,Toronto,East End-Danforth,Entire rental unit,Entire home/apt,70.0,28,1125,t,0,0,0,159,45,Unlicensed,10
398327,https://www.airbnb.com/rooms/398327,Indrit,Toronto,Waterfront Communities-The Island,Entire rental unit,Entire home/apt,250.0,7,28,t,1,1,1,1,4,Licensed,3
669162,https://www.airbnb.com/rooms/669162,Jerry,Toronto,Cabbagetown-South St.James Town,Entire rental unit,Entire home/apt,225.0,28,150,t,23,53,83,358,0,Unlicensed,1
670171,https://www.airbnb.com/rooms/670171,Suzanna,Toronto,High Park North,Entire home,Entire home/apt,95.0,28,365,t,2,11,17,285,0,Unlicensed,1
403200,https://www.airbnb.com/rooms/403200,Urbano,Toronto,Rosedale-Moore Park,Private room in rental unit,Private room,89.0,28,1000,t,4,4,4,73,3,Unlicensed,14
406646,https://www.airbnb.com/rooms/406646,Nadarajah,North York,Flemingdon Park,Private room in home,Private room,45.0,28,1125,t,0,0,0,219,36,Unlicensed,5
674193,https://www.airbnb.com/rooms/674193,Rosalie,Toronto,Mount Pleasant West,Private room in home,Private room,65.0,28,90,t,1,1,3,3,99,Unlicensed,1
701230,https://www.airbnb.com/rooms/701230,Darby,Toronto,High Park North,Entire loft,Entire home/apt,100.0,28,31,t,0,0,0,0,15,Unlicensed,1
413276,https://www.airbnb.com/rooms/413276,Robert,Toronto,Church-Yonge Corridor,Entire loft,Entire home/apt,500.0,2,1125,t,8,20,20,20,72,Licensed,2
702286,https://www.airbnb.com/rooms/702286,Wies,Toronto,High Park-Swansea,Entire rental unit,Entire home/apt,137.0,28,500,t,2,9,39,314,19,Unlicensed,4
415104,https://www.airbnb.com/rooms/415104,David,North York,Willowdale East,Entire condo,Entire home/apt,185.0,30,1125,t,29,59,88,88,6,Unlicensed,4
703124,https://www.airbnb.com/rooms/703124,Wies,Toronto,High Park-Swansea,Entire home,Entire home/apt,185.0,28,730,t,0,6,36,311,23,Unlicensed,4
415110,https://www.airbnb.com/rooms/415110,David,Toronto,Waterfront Communities-The Island,Entire condo,Entire home/apt,170.0,30,365,t,6,36,66,156,2,Unlicensed,4
415111,https://www.airbnb.com/rooms/415111,David,North York,Willowdale East,Entire rental unit,Entire home/apt,240.0,30,1125,t,30,60,89,89,5,Unlicensed,4
703133,https://www.airbnb.com/rooms/703133,Wies,Toronto,High Park-Swansea,Entire home,Entire home/apt,165.0,28,1125,t,0,5,35,310,4,Unlicensed,4
415135,https://www.airbnb.com/rooms/415135,David,Toronto,Waterfront Communities-The Island,Entire rental unit,Entire home/apt,164.0,30,1125,t,0,26,56,331,4,Unlicensed,4
